iter	Logloss
198	0.0006000186341
199	0.0005994853818
200	0.000595942167
201	0.0005954923738
202	0.0005934251542
203	0.0005918402878
204	0.0005914387691
205	0.0005904446382
206	0.0005844109197
207	0.0005811639683
208	0.0005776878011
209	0.0005746809105
210	0.0005721086165
211	0.0005709432099
212	0.0005689246715
213	0.0005689029859
214	0.0005671684137
215	0.000565380375
216	0.0005632797194
217	0.0005608251228
218	0.0005596945472
219	0.0005575843667
220	0.0005554522833
221	0.000553971344
222	0.0005520541054
223	0.0005500603088
224	0.0005490727533
225	0.0005474840556
226	0.0005460547191
227	0.0005451244734
228	0.000544629084
229	0.0005426508451
230	0.00054029203
231	0.0005396379445
232	0.0005383838888
233	0.0005373602539
234	0.000535510529
235	0.0005339107723
236	0.0005333188753
237	0.000532734271
238	0.0005311988834
239	0.0005285954668
240	0.0005285729496
241	0.000527237407
242	0.0005262456549
243	0.0005257873003
244	0.0005242110268
245	0.0005221939986
246	0.0005220547432
247	0.0005215617589
248	0.0005213485418
249	0.0005184540295
250	0.0005178661326
251	0.0005169363026
252	0.0005169186413
253	0.0005164172884
254	0.0005162815737
255	0.0005144876118
256	0.0005138338469
257	0.0005134855699
258	0.0005113600383
259	0.0005089944046
260	0.0005084067534
261	0.0005075763256
262	0.0005068901083
263	0.0005067346982
264	0.0005053197403
265	0.0005049578996
266	0.0005038964458
267	0.0005026511249
268	0.0004993742536
269	0.0004979540038
270	0.0004970384852
271	0.0004969300765
272	0.0004956374698
273	0.0004946794359
274	0.0004933665294
275	0.0004925593294
276	0.0004923113358
277	0.000491607279
278	0.0004894968226
279	0.0004889629642
280	0.0004869013815
281	0.0004863569714
282	0.0004850574739
283	0.0004835673546
284	0.000481935903
285	0.0004805118646
286	0.0004798957222
287	0.0004792858065
288	0.0004779889775
289	0.0004778286135
290	0.0004776822036
291	0.0004765946044
292	0.000475386447
293	0.000475094117
294	0.000474218413
295	0.0004739277461
296	0.000473260333
297	0.0004719420893
298	0.0004710135425
299	0.0004669050383
300	0.0004668645392
301	0.0004637872902
302	0.0004620159702
303	0.0004615856857
304	0.0004611783663
305	0.0004601339711
306	0.0004599839911
307	0.0004587300849
308	0.0004581829859
309	0.0004575097407
310	0.0004574512619
311	0.0004565421452
312	0.0004544682543
313	0.0004537150258
314	0.0004528132839
315	0.0004508121597
316	0.0004494240763
317	0.0004486147344
318	0.0004479932601
319	0.0004470919805
320	0.0004464570025
321	0.0004454312786
322	0.0004450542045
323	0.0004448318093
324	0.0004428221432
325	0.0004424208141
326	0.0004418572623
327	0.0004410952729
328	0.0004400324047
329	0.0004397327865
330	0.0004394892329
331	0.0004375781333
332	0.0004364485343
333	0.0004352601964
334	0.0004344977605
335	0.0004325049003
336	0.0004314549566
337	0.0004309681426
338	0.0004305556635
339	0.0004303535284
340	0.00042908203
341	0.0004277856387
342	0.0004271169149
343	0.0004262161763
344	0.0004258237435
345	0.0004249599906
346	0.0004242221131
347	0.0004231611529
348	0.0004221876855
349	0.0004212764888
350	0.000420868548
351	0.0004205832014
352	0.0004195958683
353	0.0004194506378
354	0.0004188565718
355	0.0004178419668
356	0.0004156571949
357	0.0004148027146
358	0.0004131923671
359	0.0004127502157
360	0.0004123138252
361	0.000411425966
362	0.000411015706
363	0.0004099835077
364	0.0004098145313
365	0.0004087458072
366	0.0004081219905
367	0.0004073092954
368	0.0004069711366
369	0.0004058785978
370	0.0004050288697
371	0.0004045521327
372	0.0004032360036
373	0.0004029830869
374	0.0004021819447
375	0.0004010165196
376	0.0003996657375
377	0.000398369738
378	0.0003978087257
379	0.0003973591314
380	0.0003962240814
381	0.0003950552733
382	0.0003942011036
383	0.000393472874
384	0.0003930239465
385	0.0003908392211
386	0.0003905773975
387	0.000390207235
388	0.0003899668288
389	0.0003895635087
390	0.0003889762631
391	0.0003884606199
392	0.0003876630569
393	0.0003873211978
394	0.0003858070379
395	0.0003842831151
396	0.0003830986433
397	0.0003821202436
398	0.0003809274954
399	0.0003791936525
400	0.000377834847
401	0.0003768931247
402	0.0003765985423
403	0.0003762418414
404	0.0003753076694
405	0.00037447031
406	0.0003735678334
407	0.0003729790335
408	0.0003723695858
409	0.0003718887261
410	0.0003715470402
411	0.0003702611698
412	0.0003698535861
413	0.0003693165522
414	0.0003672130243
415	0.0003666905333
416	0.0003660604146
417	0.0003657964844
418	0.0003653968885
419	0.0003643021286
420	0.0003637785296
421	0.0003632517882
422	0.0003620481468
423	0.0003615197594
424	0.0003612761667
425	0.0003612213207
426	0.000360520971
427	0.0003601410307
428	0.000359222459
429	0.0003587844474
430	0.0003576853955
431	0.0003561486146
432	0.0003556764375
433	0.0003541412534
434	0.0003532895361
435	0.0003528564067
436	0.0003524048953
437	0.0003515579082
438	0.0003515431206
439	0.000351294786
440	0.0003504898716
441	0.0003489449395
442	0.0003484238157
443	0.0003479360773
444	0.0003474764579
445	0.000345690053
446	0.0003446371518
447	0.0003438676278
448	0.0003431655619
449	0.0003431652421
450	0.0003431651378
451	0.0003431443175
452	0.0003427374712
453	0.0003424226333
454	0.0003418216312
455	0.0003414521818
456	0.0003411121535
457	0.0003407592591
458	0.0003400464809
459	0.0003389382879
460	0.0003387044421
461	0.0003376266928
462	0.0003376265068
463	0.0003370833511
464	0.0003370832333
465	0.0003362132734
466	0.0003357490788
467	0.000335400902
468	0.000334915919
469	0.0003348960971
470	0.0003337367011
471	0.0003335119692
472	0.000332539918
473	0.0003315561364
474	0.0003297082658
475	0.0003292649041
476	0.000328470308
477	0.0003268508183
478	0.0003263291564
479	0.0003244151578
480	0.0003234001876
481	0.0003232606241
482	0.0003232060628
483	0.0003221175805
484	0.0003219728251
485	0.0003211434993
486	0.0003206399523
487	0.0003197774257
488	0.0003189783761
489	0.0003177670683
490	0.0003174596168
491	0.00031728308
492	0.0003167410377
493	0.0003161160413
494	0.0003155121915
495	0.0003144811414
496	0.0003135140973
497	0.0003130670853
498	0.0003129931041
499	0.0003122429838
500	0.000311589642
501	0.0003111866909
502	0.0003111561883
503	0.0003103499186
504	0.0003099060389
505	0.0003092727534
506	0.0003082454124
507	0.0003079732271
508	0.0003079732667
509	0.0003079627541
510	0.0003072643914
511	0.0003066360396
512	0.0003064891794
513	0.0003060747619
514	0.000306010839
515	0.0003051422999
516	0.0003044052817
517	0.0003043878998
518	0.0003037768391
519	0.0003022076228
520	0.0003017232554
521	0.0003014259167
522	0.0003013371381
523	0.000300639522
524	0.0002997800454
525	0.0002997736213
526	0.0002990755671
527	0.0002988463062
528	0.0002985749265
529	0.0002981718925
530	0.0002976722401
531	0.0002969240107
532	0.0002967881962
533	0.0002960659732
534	0.0002953732783
535	0.0002945508577
536	0.0002935917534
537	0.0002932660128
538	0.0002930488681
539	0.0002929949229
540	0.000292596742
541	0.0002918980134
542	0.0002913461679
543	0.0002909602425
544	0.0002903655834
545	0.0002897894928
546	0.0002897493254
547	0.0002888870826
548	0.0002880014589
549	0.0002876265018
550	0.0002872021911
551	0.0002865893685
552	0.0002853408191
553	0.0002846754068
554	0.0002843376878
555	0.000283229172
556	0.0002832170501
557	0.0002823468739
558	0.0002819000545
559	0.0002809877127
560	0.0002807400245
561	0.0002805415027
562	0.0002805273614
563	0.0002805274246
564	0.0002805235937
565	0.0002799718667
566	0.0002798714406
567	0.0002797237526
568	0.0002789630575
569	0.0002789619407
570	0.0002786933381
571	0.0002776542215
572	0.0002772291117
573	0.0002768720239
574	0.0002760145331
575	0.0002755498034
576	0.0002743440828
577	0.0002737510507
578	0.000273371587
579	0.0002728009374
580	0.000272791997
581	0.0002726872212
582	0.0002720441139
583	0.0002707424778
584	0.0002700553738
585	0.0002698098045
586	0.000269299061
587	0.0002692593533
588	0.0002690060092
589	0.0002685201496
590	0.0002682466525
591	0.0002675902475
592	0.0002673984409
593	0.0002670615656
594	0.0002670606112
595	0.000267054388
596	0.0002668289052
597	0.0002667285708
598	0.0002662774152
599	0.000266036765
600	0.0002652302743
601	0.0002649977419
602	0.0002644062771
603	0.0002640131632
604	0.0002637171591
605	0.0002637114422
606	0.0002634872507
607	0.000262968634
608	0.00026258296
609	0.0002623420434
610	0.0002616262623
611	0.000261268344
612	0.0002607844924
613	0.0002606693816
614	0.0002599130886
615	0.0002597549631
616	0.0002594795866
617	0.0002592928618
618	0.0002589990656
619	0.0002589265849
620	0.0002586105136
621	0.0002581516322
622	0.0002579676076
623	0.0002579639426
624	0.0002573140278
625	0.0002563617506
626	0.0002562439928
627	0.0002559533176
628	0.0002547360462
629	0.0002538920766
630	0.0002535930529
631	0.0002529825131
632	0.000252620788
633	0.0002520286507
634	0.000251633095
635	0.0002516065195
636	0.0002509697824
637	0.0002506677558
638	0.0002501139367
639	0.000249319343
640	0.0002487187433
641	0.0002484355469
642	0.000247991588
643	0.0002475888397
644	0.0002475872921
645	0.0002466374789
646	0.000246170695
647	0.0002461508792
648	0.0002461506589
649	0.0002461506203
650	0.0002460795406
651	0.0002457094218
652	0.0002453753689
653	0.0002453749838
654	0.0002449165272
655	0.0002449162577
656	0.0002438735356
657	0.0002438692459
658	0.0002430693816
659	0.0002430693816
660	0.0002424396087
661	0.0002423340187
662	0.0002418395127
663	0.0002414946125
664	0.0002414692593
665	0.0002403207841
666	0.0002402757512
667	0.0002401534381
668	0.0002399288269
669	0.0002396048567
670	0.0002391193344
671	0.0002385799011
672	0.0002380494154
673	0.0002376477611
674	0.0002372811359
675	0.0002367787693
676	0.0002361385241
677	0.0002357298738
678	0.000235182023
679	0.0002350641305
680	0.0002346478243
681	0.0002341453649
682	0.0002341179211
683	0.0002333757768
684	0.0002333493784
685	0.0002329353372
686	0.0002323747533
687	0.0002322114514
688	0.0002316873626
689	0.0002311309618
690	0.0002306748851
691	0.00023046762
692	0.0002299599766
693	0.0002288662327
694	0.0002284525265
695	0.0002279061501
696	0.0002277515754
697	0.0002270005727
698	0.0002266694265
699	0.0002263806766
700	0.0002259750475
701	0.0002257414178
702	0.0002254960587
703	0.0002252330715
704	0.0002248401874
705	0.0002241603933
706	0.0002238505519
707	0.0002236347423
708	0.0002230702324
709	0.0002227682709
710	0.0002221166773
711	0.0002218840746
712	0.0002216359329
713	0.000220762049
714	0.0002207597358
715	0.0002202678491
716	0.000219677863
717	0.0002193964911
718	0.0002186242965
719	0.000218532888
720	0.0002185004721
721	0.0002184016001
722	0.0002182525553
723	0.0002174286524
724	0.0002172211455
725	0.0002163965214
726	0.0002158550458
727	0.0002155975636
728	0.0002150841952
729	0.0002146427944
730	0.0002145359752
731	0.0002140310776
732	0.0002134213323
733	0.0002131531296
734	0.0002127840767
735	0.0002126235983
736	0.0002123587289
737	0.0002120416873
738	0.0002118586159
739	0.0002112456885
740	0.0002110795969
741	0.0002105324488
742	0.0002101143077
743	0.0002098881638
744	0.0002097053379
745	0.0002094088067
746	0.0002091160738
747	0.0002090282264
748	0.0002086301315
749	0.000208279948
750	0.0002080864012
751	0.0002077669304
752	0.0002073242659
753	0.0002066562981
754	0.0002064675789
755	0.0002060174739
756	0.0002055651534
757	0.0002054750403
758	0.0002051240135
759	0.0002049798139
760	0.0002043029037
761	0.0002042115112
762	0.0002040183902
763	0.0002038258474
764	0.0002033313203
765	0.000203082974
766	0.0002026482703
767	0.0002024454645
768	0.0002017424002
769	0.0002015323665
770	0.0002009975331
771	0.0002003997357
772	0.0002001993786
773	0.0001994659412
774	0.0001988383592
775	0.0001984640505
776	0.0001980952092
777	0.0001976787987
778	0.000197231915
779	0.0001963174912
780	0.0001962199637
781	0.0001957566805
782	0.0001951706291
783	0.0001948939439
784	0.0001946011887
785	0.0001945838802
786	0.000194092489
787	0.0001934976056
788	0.0001929514349
789	0.0001928380603
790	0.0001923480801
791	0.0001923275969
792	0.0001921245691
793	0.0001919995548
794	0.0001915397404
795	0.0001914985626
796	0.0001914368102
797	0.0001912661309
798	0.000190846155
799	0.0001905678691
800	0.0001902695264
801	0.0001899550153
802	0.000189943757
803	0.000189565568
804	0.0001895044404
805	0.0001889681903
806	0.0001887218514
807	0.0001882985792
808	0.0001879732086
809	0.0001876433123
810	0.0001872967591
811	0.0001872407819
812	0.0001866840273
813	0.0001862371026
814	0.0001861237626
815	0.0001853749881
816	0.0001852624962
817	0.000185175575
818	0.0001845479674
819	0.0001843900582
820	0.0001842012239
821	0.0001838052437
822	0.0001833746815
823	0.0001833744982
824	0.0001829409855
825	0.0001828355177
826	0.0001823433683
827	0.0001823395024
828	0.0001820966848
829	0.0001817849563
830	0.0001815434001
831	0.0001813528692
832	0.0001811768657
833	0.0001809361362
834	0.0001805734627
835	0.0001805675392
836	0.0001805675392
837	0.0001805089783
838	0.0001804939429
839	0.0001803172361
840	0.000180233736
841	0.0001796177955
842	0.000179540166
843	0.0001793015838
844	0.0001793014854
845	0.0001792192426
846	0.0001789489663
847	0.0001787711949
848	0.0001785136215
849	0.0001783317503
850	0.0001778659223
851	0.0001777353052
852	0.0001773499804
853	0.0001768023705
854	0.0001760312674
855	0.0001755889146
856	0.0001750110491
857	0.0001748870864
858	0.0001746081089
859	0.0001745928935
860	0.0001745026811
861	0.0001744937467
862	0.0001743058909
863	0.0001740842187
864	0.0001733008028
865	0.0001729307758
866	0.0001729305722
867	0.0001729140004
868	0.0001725359227
869	0.0001725270418
870	0.0001723852035
871	0.0001723289808
872	0.0001719660672
873	0.0001714861376
874	0.0001713207592
875	0.0001710969429
876	0.00017091606
877	0.0001707267877
878	0.000170637509
879	0.0001705366905
880	0.0001704824194
881	0.0001703824078
882	0.0001702199682
883	0.0001699867831
884	0.0001695560083
885	0.0001691264751
886	0.0001689054602
887	0.0001688335047
888	0.0001685753072
889	0.0001681146767
890	0.0001676986944
891	0.000167373262
892	0.0001672508211
893	0.0001670260197
894	0.0001667787969
895	0.0001664111297
896	0.0001660590152
897	0.0001657664522
898	0.0001654836636
899	0.000165174169
900	0.0001650228604
901	0.0001644914268
902	0.0001643311448
903	0.0001643169081
904	0.0001641153846
905	0.0001641150691
906	0.0001641141382
907	0.0001641044827
908	0.0001637719021
909	0.0001637243186
910	0.0001633659333
911	0.0001633590163
912	0.0001629893055
913	0.00016279321
914	0.0001627135981
915	0.000162601594
916	0.0001623092853
917	0.0001617285191
918	0.0001614543293
919	0.0001610811805
920	0.0001608867612
921	0.0001602280311
922	0.0001598304253
923	0.0001597586594
924	0.0001595603838
925	0.0001594054833
926	0.000158892048
927	0.0001585894808
928	0.0001581554897
929	0.0001580381708
930	0.0001580380863
931	0.0001579066944
932	0.0001579059001
933	0.0001576784122
934	0.0001575494603
935	0.0001573378993
936	0.0001570986213
937	0.0001567716452
938	0.0001567676023
939	0.0001564299478
940	0.0001562543448
941	0.0001559303331
942	0.0001557308538
943	0.0001555201191
944	0.0001554063705
945	0.0001553996091
946	0.0001548775017
947	0.0001546712737
948	0.0001544292392
949	0.0001543294917
950	0.0001542548382
951	0.0001540184056
952	0.0001540116217
953	0.0001537180051
954	0.0001535158752
955	0.0001535156612
956	0.0001530992245
957	0.000152989039
958	0.0001526014858
959	0.0001525209428
960	0.0001524508222
961	0.000151997508
962	0.0001518442182
963	0.0001517232129
964	0.0001515705324
965	0.0001513746702
966	0.0001510287425
967	0.0001506345066
968	0.0001503110936
969	0.0001498468666
970	0.0001496775064
971	0.0001495527641
972	0.0001495424993
973	0.0001493945132
974	0.0001491639332
975	0.0001487522959
976	0.0001486644494
977	0.0001485524423
978	0.0001478090478
979	0.0001476515709
980	0.0001475845407
981	0.0001474711706
982	0.0001471538897
983	0.0001470780622
984	0.0001468914876
985	0.0001461717796
986	0.000146015016
987	0.0001457230753
988	0.000145667777
989	0.0001454231706
990	0.0001452637426
991	0.0001450838678
992	0.0001448123208
993	0.0001444466239
994	0.0001444245688
995	0.0001441082631
996	0.0001432663886
997	0.0001431838545
998	0.0001427204468
999	0.0001425088259
